rx_id,x,y,z
RX_0110,-260.904602,355.346283,1.800000
RX_0111,-186.263840,-138.073013,1.800000
RX_0112,-150.477173,-238.669235,1.800000
RX_0113,309.614502,-198.628647,1.800000
RX_0114,149.701584,230.308090,1.800000
RX_0115,366.995514,-421.138306,1.800000
RX_0116,319.137482,53.345039,1.800000
RX_0117,-352.044861,-408.513062,1.800000
RX_0118,76.205124,260.349548,1.800000
RX_0119,352.342163,-209.963440,1.800000
RX_0120,-388.359100,177.301407,1.800000
RX_0121,-236.967453,-30.404087,1.800000
RX_0122,-13.525816,103.528236,1.800000
RX_0123,-15.356941,-336.738129,1.800000
RX_0124,11.562295,-206.546921,1.800000
RX_0125,83.891006,-494.279053,1.800000
RX_0126,-203.548126,-82.447830,1.800000
RX_0127,328.921204,431.880981,1.800000
RX_0128,115.966866,-78.642311,1.800000
RX_0129,-138.555954,504.007751,1.800000
RX_0130,211.309280,204.565552,1.800000
RX_0131,-215.125961,-63.019020,1.800000
RX_0132,11.760655,25.633190,1.800000
RX_0133,135.572983,-395.496704,1.800000
RX_0134,-88.601784,-518.679932,1.800000
RX_0135,231.853699,-138.468826,1.800000
RX_0136,129.613556,375.724426,1.800000
RX_0137,437.931274,-340.964752,1.800000
RX_0138,278.519440,-60.016983,1.800000
RX_0139,125.066223,-236.053513,1.800000
RX_0140,56.954712,-339.144196,1.800000
RX_0141,-241.517334,-136.147018,1.800000
RX_0142,-293.998749,-301.096893,1.800000
RX_0143,291.502930,167.871887,1.800000
RX_0144,-212.880035,-197.751495,1.800000
RX_0145,-46.310741,441.188080,1.800000
RX_0146,17.455553,461.954437,1.800000
RX_0147,382.801361,109.969589,1.800000
RX_0148,125.010086,-367.445038,1.800000
RX_0149,-43.655926,-226.014359,1.800000
RX_0150,-16.572689,110.814392,1.800000
RX_0151,157.877747,-462.765900,1.800000
RX_0152,-369.739929,424.968414,1.800000
RX_0153,235.442123,-143.736343,1.800000
RX_0154,-20.401974,122.106262,1.800000
RX_0155,-341.585999,-230.586990,1.800000
RX_0156,17.689312,-74.001961,1.800000
RX_0157,366.449524,-16.909492,1.800000
RX_0158,120.225853,-484.592712,1.800000
RX_0159,-253.515747,487.516022,1.800000
RX_0160,-235.309921,496.887543,1.800000
RX_0161,247.657043,29.998449,1.800000
RX_0162,-362.059967,393.647980,1.800000
RX_0163,275.122467,201.671158,1.800000
RX_0164,-71.052094,-231.256821,1.800000
RX_0165,-130.163086,-391.476837,1.800000
RX_0166,247.688782,-179.124176,1.800000
RX_0167,-225.467422,478.895996,1.800000
RX_0168,-128.482239,-340.328522,1.800000
RX_0169,-451.472351,-263.847534,1.800000
RX_0170,-399.153717,-69.582077,1.800000
RX_0171,311.407867,-321.495850,1.800000
RX_0172,-12.173675,236.271423,1.800000
RX_0173,144.021378,357.332764,1.800000
RX_0174,-388.404968,-239.045120,1.800000
RX_0175,-147.782349,-18.131615,1.800000
RX_0176,-7.348748,40.154949,1.800000
RX_0177,-285.708252,-62.081467,1.800000
RX_0178,243.893509,-342.805634,1.800000
RX_0179,104.408485,-300.676422,1.800000
RX_0180,279.664032,-326.466614,1.800000
RX_0181,-101.229309,-236.572510,1.800000
RX_0182,-375.049255,437.921021,1.800000
RX_0183,-219.105560,-378.026672,1.800000
RX_0184,422.943542,-214.735367,1.800000
RX_0185,-346.487061,360.249207,1.800000
RX_0186,329.581238,555.487671,1.800000
RX_0187,135.290833,-134.594742,1.800000
RX_0188,100.861778,488.060303,1.800000
RX_0189,214.781357,302.789612,1.800000
RX_0190,-245.086533,349.229919,1.800000
RX_0191,-293.484070,203.329391,1.800000
RX_0192,-309.160187,-331.933167,1.800000
RX_0193,269.201904,-442.677246,1.800000
RX_0194,-35.755352,159.462234,1.800000
RX_0195,110.368271,-305.093292,1.800000
RX_0196,388.459290,340.068512,1.800000
RX_0197,-137.229019,-229.564148,1.800000
RX_0198,182.500748,203.712433,1.800000
RX_0199,-399.632568,-248.235001,1.800000
RX_0200,148.225327,339.138275,1.800000
RX_0201,135.742584,377.342987,1.800000
RX_0202,124.388405,-377.421753,1.800000
RX_0203,-256.936310,91.789490,1.800000
RX_0204,-9.252224,-520.859619,1.800000
RX_0205,427.669617,-300.925323,1.800000
RX_0206,-268.260803,-256.431274,1.800000
RX_0207,128.650543,-114.222168,1.800000
RX_0208,-227.970947,-265.024841,1.800000
RX_0209,369.313812,337.595337,1.800000
RX_0210,30.723124,95.736710,1.800000
RX_0211,197.519241,-86.299599,1.800000
RX_0212,176.624130,-219.181458,1.800000
RX_0213,162.364166,-470.178711,1.800000
RX_0214,320.280762,524.887268,1.800000
RX_0215,-381.561951,434.189941,1.800000
RX_0216,173.583023,270.970825,1.800000
RX_0217,97.911140,-259.838898,1.800000
RX_0218,-326.840088,-501.579590,1.800000
RX_0219,-86.808640,-475.927734,1.800000
RX_0220,-20.245195,-218.434418,1.800000
RX_0221,-306.503418,-290.876648,1.800000
RX_0222,393.636475,347.599243,1.800000
RX_0223,130.412247,496.261719,1.800000
RX_0224,150.257217,-448.310272,1.800000
RX_0225,-301.620239,254.076004,1.800000
RX_0226,-60.993362,252.451279,1.800000
RX_0227,77.725334,571.474976,1.800000
RX_0228,360.366272,-406.352173,1.800000
RX_0229,-108.220093,-407.871704,1.800000
RX_0230,-289.079285,349.000854,1.800000
RX_0231,-116.713699,-15.084959,1.800000
RX_0232,-145.157074,-257.702362,1.800000
RX_0233,-121.684959,419.625854,1.800000
RX_0234,-128.118744,230.828018,1.800000
RX_0235,116.939125,487.811676,1.800000
RX_0236,-156.041046,-127.871605,1.800000
RX_0237,73.059586,167.246567,1.800000
RX_0238,249.287277,-459.383453,1.800000
RX_0239,-73.517204,270.517517,1.800000
RX_0240,-218.869110,318.428741,1.800000
RX_0241,-362.191193,-374.155609,1.800000
RX_0242,408.988556,-120.677567,1.800000
RX_0243,-415.248199,-208.100204,1.800000
RX_0244,-88.505478,-116.202293,1.800000
RX_0245,416.913452,284.086914,1.800000
RX_0246,-231.899536,-386.352936,1.800000
RX_0247,179.354477,-483.061310,1.800000
RX_0248,327.163391,-239.816238,1.800000
RX_0249,-327.229462,284.684662,1.800000
RX_0250,-350.389404,-12.042021,1.800000
RX_0251,25.476036,124.870979,1.800000
RX_0252,-264.393219,-179.881943,1.800000
RX_0253,-380.284821,180.810379,1.800000
RX_0254,101.089806,-170.975815,1.800000
RX_0255,232.119598,-72.515663,1.800000
RX_0256,-132.963089,20.718370,1.800000
RX_0257,118.035614,-351.395508,1.800000
RX_0258,-68.054337,-515.931091,1.800000
RX_0259,-302.646362,243.323364,1.800000
RX_0260,-45.318386,-72.976746,1.800000
RX_0261,87.834030,-47.117958,1.800000
RX_0262,-312.212891,-238.183502,1.800000
RX_0263,302.878571,592.853210,1.800000
RX_0264,6.696027,506.806671,1.800000
RX_0265,-349.984283,375.282959,1.800000
RX_0266,-180.063385,329.856873,1.800000
RX_0267,-372.413879,-459.126007,1.800000
RX_0268,282.964539,-297.870728,1.800000
RX_0269,60.969162,-41.554539,1.800000
RX_0270,383.895844,-142.214447,1.800000
RX_0271,0.312826,24.303589,1.800000
RX_0272,-169.690491,-270.175751,1.800000
RX_0273,84.211281,263.748749,1.800000
RX_0274,-411.396606,-226.111206,1.800000
RX_0275,75.298317,-493.420227,1.800000
RX_0276,-395.141724,446.991974,1.800000
RX_0277,400.931366,-6.790589,1.800000
RX_0278,84.442825,-168.967819,1.800000
RX_0279,-46.363731,215.893631,1.800000
RX_0280,232.163040,216.346710,1.800000
RX_0281,-466.260437,-36.490631,1.800000
RX_0282,231.127029,-208.670929,1.800000
RX_0283,-87.729279,-526.983887,1.800000
RX_0284,105.093826,-333.744049,1.800000
RX_0285,-435.536499,-257.106598,1.800000
RX_0286,146.968109,499.880402,1.800000
RX_0287,-105.890854,369.528870,1.800000
RX_0288,-91.279335,-339.335846,1.800000
RX_0289,-157.028763,-300.564575,1.800000
RX_0290,228.658646,-453.676880,1.800000
RX_0291,-402.274078,148.226013,1.800000
RX_0292,375.229462,390.599060,1.800000
RX_0293,-65.857208,-205.179657,1.800000
RX_0294,-310.253571,-87.229721,1.800000
RX_0295,350.410309,428.920319,1.800000
RX_0296,-370.546997,459.699219,1.800000
RX_0297,317.717377,-221.600220,1.800000
RX_0298,-116.348709,-389.388885,1.800000
RX_0299,-183.330048,-471.671539,1.800000
RX_0300,-243.387634,477.505219,1.800000
RX_0301,-129.964844,10.350158,1.800000
RX_0302,-314.113617,-273.877228,1.800000
RX_0303,-259.263794,-186.009537,1.800000
RX_0304,-307.167816,237.682968,1.800000
RX_0305,34.895473,122.812386,1.800000
RX_0306,23.539843,-22.866135,1.800000
RX_0307,-252.410461,-184.298920,1.800000
RX_0308,-12.860315,50.184795,1.800000
RX_0309,-98.252670,282.698608,1.800000
RX_0310,-31.252697,-221.589661,1.800000
RX_0311,-256.657043,38.963745,1.800000
RX_0312,-244.819672,-46.735104,1.800000
RX_0313,18.504002,73.925980,1.800000
RX_0314,-205.286804,-271.431702,1.800000
RX_0315,259.536926,-27.124559,1.800000
RX_0316,156.569016,192.944946,1.800000
RX_0317,-61.895611,-527.741882,1.800000
RX_0318,-34.000389,326.215668,1.800000
RX_0319,9.799066,-187.170197,1.800000
RX_0320,-124.362228,43.512524,1.800000
RX_0321,-239.082382,-130.601608,1.800000
RX_0322,-201.279343,-34.603992,1.800000
RX_0323,346.930817,-34.128716,1.800000
RX_0324,-245.823990,61.217209,1.800000
RX_0325,-300.193207,222.807617,1.800000
RX_0326,286.305359,318.301880,1.800000
RX_0327,91.240494,481.830902,1.800000
RX_0328,249.156357,-70.820839,1.800000
RX_0329,-214.518509,-230.613678,1.800000
RX_0330,162.546646,-93.673401,1.800000
RX_0331,241.036789,-73.300331,1.800000
RX_0332,-38.089874,166.164337,1.800000
RX_0333,311.801361,552.176453,1.800000
RX_0334,-237.294037,-379.141113,1.800000
RX_0335,331.190460,-28.211800,1.800000
RX_0336,-1.422664,-61.927357,1.800000
RX_0337,451.321411,-108.257042,1.800000
RX_0338,-113.617332,432.795197,1.800000
RX_0339,277.983246,-67.583000,1.800000
RX_0340,201.764862,-460.548309,1.800000
RX_0341,-368.835266,29.591904,1.800000
RX_0342,-24.418045,97.479591,1.800000
RX_0343,-407.066193,-42.138664,1.800000
RX_0344,-329.825256,-58.917381,1.800000
RX_0345,357.885590,216.925949,1.800000
RX_0346,-87.325546,337.633392,1.800000
RX_0347,132.491287,-123.429657,1.800000
RX_0348,-154.105591,92.314651,1.800000
RX_0349,412.562225,-248.616989,1.800000
RX_0350,-150.157776,-281.450104,1.800000
RX_0351,-284.814697,191.612244,1.800000
RX_0352,268.472137,-205.445618,1.800000
RX_0353,280.239136,541.355408,1.800000
RX_0354,-274.925812,-212.483948,1.800000
RX_0355,206.179642,152.239807,1.800000
RX_0356,4.360909,336.179291,1.800000
RX_0357,-337.527100,366.637115,1.800000
RX_0358,7.615637,43.645237,1.800000
RX_0359,9.153752,149.448563,1.800000
RX_0360,34.823826,-359.604980,1.800000
RX_0361,442.187744,-404.026642,1.800000
RX_0362,301.411957,-441.912598,1.800000
RX_0363,422.364410,162.646561,1.800000
RX_0364,-409.155304,-31.689114,1.800000
RX_0365,375.184235,324.524445,1.800000
RX_0366,-169.673538,328.029297,1.800000
RX_0367,216.303879,-187.960464,1.800000
RX_0368,-199.118988,323.394073,1.800000
RX_0369,-189.065369,-275.781921,1.800000
RX_0370,-260.167725,345.059479,1.800000
RX_0371,-377.808411,-463.051056,1.800000
RX_0372,401.481354,456.471771,1.800000
RX_0373,-228.594025,-394.983246,1.800000
RX_0374,-117.605629,339.033234,1.800000
RX_0375,58.579987,-497.844788,1.800000
RX_0376,-307.828033,-302.871765,1.800000
RX_0377,-119.739006,-421.440796,1.800000
RX_0378,290.101685,623.414001,1.800000
RX_0379,-1.651434,-387.551270,1.800000
RX_0380,-224.593552,-126.303375,1.800000
RX_0381,17.996931,-43.293221,1.800000
RX_0382,328.231323,512.908691,1.800000
RX_0383,5.753939,128.420609,1.800000
RX_0384,-288.466644,-235.054871,1.800000
RX_0385,-39.998051,404.168945,1.800000
RX_0386,-209.236832,-479.252838,1.800000
RX_0387,20.349857,99.831451,1.800000
RX_0388,-199.098358,-456.053925,1.800000
RX_0389,201.313644,172.147293,1.800000
RX_0390,-286.739563,61.754692,1.800000
RX_0391,31.362692,-344.349731,1.800000
RX_0392,-35.904778,-406.540100,1.800000
RX_0393,91.007385,-185.397385,1.800000
RX_0394,20.707996,-34.376526,1.800000
RX_0395,11.665764,-44.609993,1.800000
RX_0396,-455.870026,-66.752800,1.800000
RX_0397,-124.805473,455.135132,1.800000
RX_0398,386.747711,452.783813,1.800000
RX_0399,-26.216642,-403.447876,1.800000
RX_0400,357.466888,-349.159637,1.800000
RX_0401,-332.898712,290.968903,1.800000
RX_0402,-37.770878,-89.269753,1.800000
RX_0403,9.428945,500.062561,1.800000
RX_0404,8.278416,-50.714127,1.800000
RX_0405,174.542450,-94.448006,1.800000
RX_0406,425.976257,-290.816467,1.800000
RX_0407,247.151184,-218.370758,1.800000
RX_0408,-379.675781,-316.909546,1.800000
RX_0409,-184.094818,-399.635559,1.800000
RX_0410,111.435905,-315.479523,1.800000
RX_0411,163.534424,283.259186,1.800000
RX_0412,-173.776901,-137.984238,1.800000
RX_0413,402.664734,-215.069687,1.800000
RX_0414,349.486023,-40.411568,1.800000
RX_0415,-177.176514,-113.307465,1.800000
RX_0416,87.289200,-176.723740,1.800000
RX_0417,-98.971359,-452.654358,1.800000
RX_0418,129.379761,-228.509995,1.800000
RX_0419,331.246857,31.965775,1.800000
RX_0420,190.967911,-195.066772,1.800000
RX_0421,386.944794,-172.595581,1.800000
RX_0422,-26.142883,330.022125,1.800000
RX_0423,-174.976669,90.844193,1.800000
RX_0424,-464.489044,58.937565,1.800000
RX_0425,354.334259,-51.452423,1.800000
RX_0426,-183.253479,-29.075542,1.800000
RX_0427,424.320099,-113.459579,1.800000
RX_0428,-103.320465,392.114807,1.800000
RX_0429,300.751404,-144.444977,1.800000
RX_0430,-332.820282,-484.130127,1.800000
RX_0431,-426.262634,-273.195190,1.800000
RX_0432,154.518906,286.324280,1.800000
RX_0433,-364.748505,-240.169937,1.800000
RX_0434,-98.627327,359.251984,1.800000
RX_0435,-179.809082,-263.134277,1.800000
RX_0436,379.702454,-15.614635,1.800000
RX_0437,-412.002838,-473.259644,1.800000
RX_0438,-319.226318,254.748810,1.800000
RX_0439,-224.897110,-207.098679,1.800000
RX_0440,-241.126648,-11.513777,1.800000
RX_0441,311.509338,92.611931,1.800000
RX_0442,122.274643,492.072937,1.800000
RX_0443,-291.329468,-240.779602,1.800000
RX_0444,108.789078,-350.045898,1.800000
RX_0445,-129.170227,449.269531,1.800000
RX_0446,245.013336,189.265305,1.800000
RX_0447,-272.197937,-200.472565,1.800000
RX_0448,376.602997,133.802902,1.800000
RX_0449,-42.429600,-96.768402,1.800000
RX_0450,-99.135895,-117.578171,1.800000
RX_0451,51.162788,-168.974319,1.800000
RX_0452,-47.614838,223.413422,1.800000
RX_0453,216.464935,-76.040031,1.800000
RX_0454,439.657684,194.195343,1.800000
RX_0455,339.324493,513.390381,1.800000
RX_0456,423.956299,302.485474,1.800000
RX_0457,80.871590,-208.925278,1.800000
RX_0458,-344.755737,229.681305,1.800000
RX_0459,334.983429,431.391632,1.800000
RX_0460,-102.245705,-473.946533,1.800000
RX_0461,11.720716,-368.257935,1.800000
RX_0462,-224.214706,495.403809,1.800000
RX_0463,257.211182,-439.975922,1.800000
RX_0464,-6.075292,74.734299,1.800000
RX_0465,-256.286713,-194.531540,1.800000
RX_0466,-274.671112,156.949753,1.800000
RX_0467,115.071625,-62.404930,1.800000
RX_0468,360.634766,-36.314308,1.800000
RX_0469,374.224091,382.504395,1.800000
RX_0470,-82.259750,311.593414,1.800000
RX_0471,432.594177,-220.420212,1.800000
RX_0472,-244.132050,314.699585,1.800000
RX_0473,190.742889,-460.419312,1.800000
RX_0474,-357.480225,424.157379,1.800000
RX_0475,428.656433,469.447540,1.800000
RX_0476,-86.704453,-63.736336,1.800000
RX_0477,-150.283386,-231.246887,1.800000
RX_0478,-106.852928,-39.717304,1.800000
RX_0479,-46.191677,187.393921,1.800000
RX_0480,-409.111908,283.354858,1.800000
RX_0481,304.157135,-160.651474,1.800000
RX_0482,111.722023,-178.311737,1.800000
RX_0483,270.441040,227.086685,1.800000
RX_0484,241.737640,-456.698700,1.800000
RX_0485,289.812469,423.239807,1.800000
RX_0486,-363.838318,209.626999,1.800000
RX_0487,-65.837852,-212.067627,1.800000
RX_0488,-412.961243,5.040461,1.800000
RX_0489,330.594299,-255.966675,1.800000
RX_0490,-200.872101,-93.070831,1.800000
RX_0491,-138.480164,41.374603,1.800000
RX_0492,338.387665,-419.788879,1.800000
RX_0493,65.958359,-159.613388,1.800000
RX_0494,118.173775,-375.204895,1.800000
RX_0495,-330.503113,354.615814,1.800000
RX_0496,312.875244,561.106079,1.800000
RX_0497,-132.943497,30.308523,1.800000
RX_0498,268.266479,-42.806915,1.800000
RX_0499,208.169724,-188.708389,1.800000
RX_0500,134.207474,-430.952515,1.800000
RX_0501,289.645172,-116.604774,1.800000
RX_0502,-143.890930,489.095337,1.800000
RX_0503,35.687641,-398.528473,1.800000
RX_0504,164.074265,507.815552,1.800000
RX_0505,44.739510,-41.804878,1.800000
RX_0506,310.526215,237.919800,1.800000
RX_0507,6.334691,-57.985832,1.800000
RX_0508,-87.972557,-211.164474,1.800000
RX_0509,204.839203,-146.117462,1.800000
RX_0510,-382.485901,-300.559479,1.800000
RX_0511,-321.231995,-8.154142,1.800000
RX_0512,201.006531,-349.992889,1.800000
RX_0513,408.380768,111.901672,1.800000
RX_0514,-115.870499,-220.686737,1.800000
RX_0515,450.436279,282.939819,1.800000
RX_0516,120.397736,376.240997,1.800000
RX_0517,-286.273407,150.332657,1.800000
RX_0518,155.120590,-369.542145,1.800000
RX_0519,-418.446381,436.665894,1.800000
RX_0520,358.508484,-373.421967,1.800000
RX_0521,-12.358431,-218.158844,1.800000
RX_0522,-301.670074,365.498840,1.800000
RX_0523,339.451355,3.124710,1.800000
RX_0524,84.129181,365.474060,1.800000
RX_0525,-286.286133,-283.506226,1.800000
RX_0526,-109.211899,-400.135223,1.800000
RX_0527,56.194069,160.145294,1.800000
RX_0528,-421.003296,-173.790359,1.800000
RX_0529,-333.246307,225.960083,1.800000
RX_0530,-121.884262,-407.075226,1.800000
RX_0531,448.049622,469.020416,1.800000
RX_0532,-407.218628,141.510223,1.800000
RX_0533,389.462280,91.675804,1.800000
RX_0534,-312.823669,-379.235596,1.800000
RX_0535,-45.793762,417.092133,1.800000
RX_0536,-240.619461,73.279144,1.800000
RX_0537,430.160858,-392.687317,1.800000
RX_0538,353.514130,-413.484985,1.800000
RX_0539,-368.724487,11.497365,1.800000
RX_0540,-401.011658,-19.224886,1.800000
RX_0541,383.073486,-152.540421,1.800000
RX_0542,256.153015,-227.015121,1.800000
RX_0543,-316.884644,-514.499207,1.800000
RX_0544,-222.236465,-214.882111,1.800000
RX_0545,-196.351944,-111.368042,1.800000
RX_0546,-342.032654,323.688324,1.800000
RX_0547,3.708584,12.637999,1.800000
RX_0548,-55.448563,-229.544327,1.800000
RX_0549,38.649387,346.092468,1.800000
RX_0550,-467.200897,-290.912628,1.800000
RX_0551,452.511139,-229.805710,1.800000
RX_0552,-261.065643,-493.055328,1.800000
RX_0553,-109.580269,-15.884359,1.800000
RX_0554,156.342010,320.526886,1.800000
RX_0555,97.085968,-270.122192,1.800000
RX_0556,-256.047607,46.402191,1.800000
RX_0557,-79.757843,215.265762,1.800000
RX_0558,173.954117,254.015030,1.800000
RX_0559,369.162323,446.539246,1.800000
RX_0560,46.858826,156.707993,1.800000
RX_0561,-171.631821,96.557434,1.800000
RX_0562,417.963318,296.861877,1.800000
RX_0563,-110.376617,-416.707123,1.800000
RX_0564,250.509491,-191.721252,1.800000
RX_0565,-109.891968,334.390045,1.800000
RX_0566,-12.258780,-87.901024,1.800000
RX_0567,296.920593,235.853729,1.800000
RX_0568,43.132278,-225.982132,1.800000
RX_0569,-444.400208,326.345398,1.800000
RX_0570,-334.193115,-232.812866,1.800000
RX_0571,-154.982544,322.598724,1.800000
RX_0572,-224.803726,-25.783548,1.800000
RX_0573,322.409180,-313.388428,1.800000
RX_0574,-245.986542,53.381516,1.800000
RX_0575,194.715836,192.270111,1.800000
RX_0576,-63.510803,235.010757,1.800000
RX_0577,-334.648163,342.172394,1.800000
RX_0578,8.340867,-512.635071,1.800000
RX_0579,-3.897901,34.930206,1.800000
RX_0580,-309.175018,-357.568695,1.800000
RX_0581,306.432404,577.016968,1.800000
RX_0582,-198.408539,-369.378967,1.800000
RX_0583,-377.639465,463.765869,1.800000
RX_0584,182.196182,387.542236,1.800000
RX_0585,-362.056030,-254.926575,1.800000
RX_0586,-289.641022,481.430176,1.800000
RX_0587,-133.012711,-335.725433,1.800000
RX_0588,6.420462,-372.100098,1.800000
RX_0589,51.423637,-195.789383,1.800000
RX_0590,-107.721672,-115.596725,1.800000
RX_0591,105.465736,482.562500,1.800000
RX_0592,-324.476410,25.109688,1.800000
RX_0593,461.716370,309.749756,1.800000
RX_0594,347.128693,262.835480,1.800000
RX_0595,-302.059479,29.756220,1.800000
RX_0596,160.672470,-220.941162,1.800000
RX_0597,23.978802,-232.379990,1.800000
RX_0598,-225.764755,315.350250,1.800000
RX_0599,-130.105072,-123.616035,1.800000
RX_0600,-65.068718,319.361176,1.800000
RX_0601,53.201439,66.925201,1.800000
RX_0602,121.154556,423.722290,1.800000
RX_0603,-210.868088,-53.282337,1.800000
RX_0604,-349.908264,-420.057556,1.800000
RX_0605,186.990540,-66.267670,1.800000
RX_0606,153.681641,385.253815,1.800000
RX_0607,-271.859131,105.597031,1.800000
RX_0608,-268.723389,351.428375,1.800000
RX_0609,-276.314789,-231.188095,1.800000
RX_0610,136.014725,-141.513855,1.800000
RX_0611,-52.365929,440.463348,1.800000
RX_0612,-89.900826,322.597961,1.800000
RX_0613,357.901733,-21.036699,1.800000
RX_0614,52.121494,-175.046387,1.800000
RX_0615,319.169495,332.569641,1.800000
RX_0616,-269.998779,372.841156,1.800000
RX_0617,-74.005760,258.858521,1.800000
RX_0618,303.005280,643.134460,1.800000
RX_0619,103.863358,499.926514,1.800000
RX_0620,-335.219604,317.155518,1.800000
RX_0621,200.837250,293.656097,1.800000
RX_0622,336.243469,-286.585968,1.800000
RX_0623,-366.146179,415.137451,1.800000
RX_0624,-317.353302,296.740692,1.800000
RX_0625,334.993958,15.363434,1.800000
RX_0626,-98.536980,-85.718231,1.800000
RX_0627,362.639954,339.176483,1.800000
RX_0628,-389.975769,-407.895111,1.800000
RX_0629,281.965759,-93.570404,1.800000
RX_0630,-41.976639,-426.271698,1.800000
RX_0631,145.769501,-368.409363,1.800000
